hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit-trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_id	lncipedia	gtrnadb	agr	mane_select	gencc
HGNC:54391	LINC02854	long intergenic non-protein coding RNA 2854	non-coding RNA	RNA, long non-coding	Approved	7p11.2	07p11.2					Long intergenic non-protein coding RNAs	1986	2019-05-17			2019-05-17	107986739	ENSG00000238131				XR_001745019																									URS0000EEFCC3			HGNC:54391		
HGNC:54392	LINC02855	long intergenic non-protein coding RNA 2855	non-coding RNA	RNA, long non-coding	Approved	8q24.13	08q24.13					Long intergenic non-protein coding RNAs	1986	2019-05-17			2019-05-17	105375732	ENSG00000254209				NR_183453																									URS0000EF5C21			HGNC:54392		
HGNC:54393	LINC02856	long intergenic non-protein coding RNA 2856	non-coding RNA	RNA, long non-coding	Approved	18p11.22	18p11.22					Long intergenic non-protein coding RNAs	1986	2019-05-17			2019-05-17	112268216	ENSG00000285594				XR_002958226																									URS0000DBA9A3			HGNC:54393		
HGNC:54394	LINC02857	long intergenic non-protein coding RNA 2857	non-coding RNA	RNA, long non-coding	Approved	6q14.2	06q14.2					Long intergenic non-protein coding RNAs	1986	2019-05-17			2019-05-17	107986618	ENSG00000230852				XR_001744233																									URS0000DBB0D4			HGNC:54394		
HGNC:54395	LINC02858	long intergenic non-protein coding RNA 2858	non-coding RNA	RNA, long non-coding	Approved	16p12.3	16p12.3					Long intergenic non-protein coding RNAs	1986	2019-05-17			2019-05-17	105371113	ENSG00000285869				XR_950883																									URS0000DB7724			HGNC:54395		
HGNC:54399	LINC02859	long intergenic non-protein coding RNA 2859	non-coding RNA	RNA, long non-coding	Approved	11p14.1	11p14.1	LncRNA-LOC101928316				Long intergenic non-protein coding RNAs	1986	2019-06-19			2019-06-19	101928316					NR_187236			31207155																									HGNC:54399		
HGNC:22364	LINC02860	long intergenic non-protein coding RNA 2860	non-coding RNA	RNA, long non-coding	Approved	7p15.2	07p15.2			C7orf71	chromosome 7 open reading frame 71	Long intergenic non-protein coding RNAs	1986	2009-09-11	2019-06-20	2019-06-20	2023-03-15	285941	ENSG00000222004	OTTHUMG00000152860	uc064cex.1		NR_161201																									URS0000E60B38			HGNC:22364		
HGNC:54406	LINC02861	long intergenic non-protein coding RNA 2861	non-coding RNA	RNA, long non-coding	Approved	16p13.3	16p13.3	RP11-462G12.2				Long intergenic non-protein coding RNAs	1986	2019-07-11			2019-07-11	102724927	ENSG00000262185				NR_120311			31283072																						URS000022F0D9			HGNC:54406		
HGNC:54419	LINC02862	long intergenic non-protein coding RNA 2862	non-coding RNA	RNA, long non-coding	Approved	2q35	02q35	AC073284.4				Long intergenic non-protein coding RNAs	1986	2019-07-12			2019-07-12	115409987	ENSG00000237571				NR_174956			31215650																						URS00025E358A					
HGNC:41290	LINC02863	long intergenic non-protein coding RNA 2863	non-coding RNA	RNA, long non-coding	Approved	5q31.1	05q31.1					Long intergenic non-protein coding RNAs	1986	2019-07-24			2019-07-24	102723741	ENSG00000238160	OTTHUMG00000059494			NR_186381																									URS000041ADC1			HGNC:41290		
HGNC:54480	LINC02864	long intergenic non-protein coding RNA 2864	non-coding RNA	RNA, long non-coding	Approved	18q22.3	18q22.3	RP11-169F17.1				Long intergenic non-protein coding RNAs	1986	2019-08-08			2019-08-08	400655	ENSG00000263711				NR_034133			31368349																						URS000075EA6E			HGNC:54480		
HGNC:54516	LINC02865	long intergenic non-protein coding RNA 2865	non-coding RNA	RNA, long non-coding	Approved	6q23.3	06q23.3					Long intergenic non-protein coding RNAs	1986	2019-09-09			2019-09-09	116435283	ENSG00000229922				NR_174953																									URS00025E356A					
HGNC:54518	LINC02866	long intergenic non-protein coding RNA 2866	non-coding RNA	RNA, long non-coding	Approved	8p11.21	08p11.21	RP11-359E19.2				Long intergenic non-protein coding RNAs	1986	2019-09-18			2023-08-11	105379385	ENSG00000253665				NR_186438			27363013																						URS00004D96E1			HGNC:54518		
HGNC:32040	LINC02868	long intergenic non-protein coding RNA 2868	non-coding RNA	RNA, long non-coding	Approved	1p13.1	01p13.1			C1orf137	"chromosome 1 open reading frame 137|chromosome 1 open reading frame 137 (putative)"	Long intergenic non-protein coding RNAs	1986	2005-07-08	2019-10-04	2019-10-04	2023-03-15	388667	ENSG00000203864	OTTHUMG00000022754	uc031una.2		NR_149353																									URS00007C6FEA			HGNC:32040		
HGNC:32045	LINC02869	long intergenic non-protein coding RNA 2869	non-coding RNA	RNA, long non-coding	Approved	1q41	01q41			C1orf143	"chromosome 1 open reading frame 143|chromosome 1 open reading frame 143 (putative)"	Long intergenic non-protein coding RNAs	1986	2005-07-08	2019-10-04	2019-10-04	2019-10-04	440714	ENSG00000228208	OTTHUMG00000039569	uc057pme.1		NR_146760																									URS0000BC455E			HGNC:32045		
HGNC:27275	LINC02870	long intergenic non-protein coding RNA 2870	non-coding RNA	RNA, long non-coding	Approved	10q26.3	10q26.3	bA432J24.4		C10orf91	"chromosome 10 open reading frame 91|chromosome 10 open reading frame 91 (putative)"	Long intergenic non-protein coding RNAs	1986	2004-03-16	2019-10-04	2019-10-04	2023-03-15	170393	ENSG00000180066	OTTHUMG00000019289	uc057wxm.1	BC030794	NR_149317			12477932																						URS0000CCE032			HGNC:27275		
HGNC:16180	LINC02871	long intergenic non-protein coding RNA 2871	non-coding RNA	RNA, long non-coding	Approved	20p12.2	20p12.2	dJ727I10.1		C20orf187	"chromosome 20 open reading frame 187|chromosome 20 open reading frame 187 (putative)"	Long intergenic non-protein coding RNAs	1986	2001-07-17	2019-10-04	2019-10-04	2019-10-04	728434	ENSG00000125899	OTTHUMG00000031881	uc061vke.1	AL050322	NR_146878																									URS0000BC43F1			HGNC:16180		
HGNC:33817	LINC02872	long intergenic non-protein coding RNA 2872	non-coding RNA	RNA, long non-coding	Approved	9q21.33	09q21.33	FLJ45537		C9orf170	chromosome 9 open reading frame 170	Long intergenic non-protein coding RNAs	1986	2009-02-11	2019-10-04	2019-10-04	2023-03-15	401535	ENSG00000204446	OTTHUMG00000159587	uc064uce.1	AK127445	NR_161226		A2RU37																							URS0000E60A5B			HGNC:33817		
HGNC:26805	LINC02873	long intergenic non-protein coding RNA 2873	non-coding RNA	RNA, long non-coding	Approved	11q24.3	11q24.3	FLJ39058		C11orf44	chromosome 11 open reading frame 44	Long intergenic non-protein coding RNAs	1986	2005-10-27	2019-10-04	2019-10-04	2023-03-15	283171	ENSG00000175728	OTTHUMG00000150705	uc031qfg.2	AK096377	NR_164144																									URS00007CAE04			HGNC:26805		
HGNC:27473	LINC02874	long intergenic non-protein coding RNA 2874	non-coding RNA	RNA, long non-coding	Approved	12q13.13	12q13.13			C12orf80	chromosome 12 open reading frame 80	Long intergenic non-protein coding RNAs	1986	2013-06-20	2019-10-04	2019-10-04	2019-10-04	283403	ENSG00000257137	OTTHUMG00000169626		BC038743	NR_164131																									URS0000EEACD4			HGNC:27473		
HGNC:32699	LINC02875	long intergenic non-protein coding RNA 2875	non-coding RNA	RNA, long non-coding	Approved	17q23.2	17q23.2			C17orf82	chromosome 17 open reading frame 82	Long intergenic non-protein coding RNAs	1986	2006-04-24	2019-10-04	2019-10-04	2023-03-15	388407	ENSG00000187013	OTTHUMG00000180077	uc002izh.2	BC046200	NR_160788		Q86X59																							URS00007D433D			HGNC:32699		
HGNC:37259	LINC02877	long intergenic non-protein coding RNA 2877	non-coding RNA	RNA, long non-coding	Approved	3q25.2	03q25.2			C3orf79	chromosome 3 open reading frame 79	Long intergenic non-protein coding RNAs	1986	2009-09-30	2019-10-09	2019-10-09	2023-03-15	152118	ENSG00000237787	OTTHUMG00000159629	uc003ezt.4	AF086445	NR_160966		P0CE67																							URS00007C6C3A			HGNC:37259		
HGNC:54524	LINC02878	long intergenic non-protein coding RNA 2878	non-coding RNA	RNA, long non-coding	Approved	8q24.3	08q24.3	BREA2	breast cancer estrogen-induced apoptosis 2			Long intergenic non-protein coding RNAs	1986	2019-10-10			2023-05-23	286076	ENSG00000181097			AY940073	NR_015445			36795754																						URS000075C95D			HGNC:54524		
HGNC:54551	LINC02879	long intergenic non-protein coding RNA 2879	non-coding RNA	RNA, long non-coding	Approved	18q12.1	18q12.1	USFM	up-regulated in splicing factor mutant			Long intergenic non-protein coding RNAs	1986	2023-08-04			2023-08-04	131423127					NR_186852			37487637																											
HGNC:54660	LINC02880	long intergenic non-protein coding RNA 2880	non-coding RNA	RNA, long non-coding	Approved	6q21	06q21	FLJ34503				Long intergenic non-protein coding RNAs	1986	2019-11-13			2023-03-15	285759	ENSG00000175967				NR_027060																									URS000075A3C8					
HGNC:51236	LINC02881	long intergenic non-protein coding RNA 2881	non-coding RNA	RNA, long non-coding	Approved	10q11.21	10q11.21			C10orf142	chromosome 10 open reading frame 142	Long intergenic non-protein coding RNAs	1986	2015-03-06	2019-11-20	2019-11-20	2023-03-15	100130539	ENSG00000277288	OTTHUMG00000189253			NR_164139		B7Z368																							URS00007BE1A3			HGNC:51236		
HGNC:54802	LINC02882	long intergenic non-protein coding RNA 2882	non-coding RNA	RNA, long non-coding	Approved	12q21.1	12q21.1	RP11-81H3.2				Long intergenic non-protein coding RNAs	1986	2020-01-10			2020-01-10	100507377	ENSG00000251138				NR_038300			31858324																						URS000075BF55					
HGNC:54806	LINC02883	long intergenic non-protein coding RNA 2883	non-coding RNA	RNA, long non-coding	Approved	15q25.3	15q25.3	KMU15				Long intergenic non-protein coding RNAs	1986	2020-01-10			2020-01-10	101929679	ENSG00000259416				NR_120366			31850704																						URS000075D79F					
HGNC:54808	LINC02884	long intergenic non-protein coding RNA 2884	non-coding RNA	RNA, long non-coding	Approved	1p13.2	01p13.2					Long intergenic non-protein coding RNAs	1986	2020-01-15			2020-07-16	105378909	ENSG00000231246				NR_183465			32079618																						URS0000EEDA87					
HGNC:41188	LINC02885	long intergenic non-protein coding RNA 2885	non-coding RNA	RNA, long non-coding	Approved	22q12.3	22q12.3			ISX-AS1	ISX antisense RNA 1	Long intergenic non-protein coding RNAs	1986	2014-06-05	2020-01-22	2020-01-22	2020-01-22	101926957	ENSG00000286592	OTTHUMG00000150934			NR_138042																									URS0000A774C0	ISX-AS1		HGNC:41188		
HGNC:54867	LINC02886	long intergenic non-protein coding RNA 2886	non-coding RNA	RNA, long non-coding	Approved	8q21.13	08q21.13	RP11-697M17.1				Long intergenic non-protein coding RNAs	1986	2020-04-01			2020-04-01	117134599	ENSG00000253712							32226936																						URS00002A92D7					
HGNC:55047	LINC02887	long intergenic non-protein coding RNA 2887	non-coding RNA	RNA, long non-coding	Approved	17p13.3	17p13.3					Long intergenic non-protein coding RNAs	1986	2020-06-03			2020-06-03	105377826	ENSG00000280279				XR_001752723																									URS00007DFE59					
HGNC:53765	LINC02888	long intergenic non-protein coding RNA 2888	non-coding RNA	RNA, long non-coding	Approved	7p21.1	07p21.1	KCCAT333	renal clear cell carcinoma-associated transcript 333			Long intergenic non-protein coding RNAs	1986	2020-06-10			2020-06-10	102659288	ENSG00000236318	OTTHUMG00000152729			NR_110014																									URS000075AB01					
HGNC:55071	LINC02889	long intergenic non-protein coding RNA 2889	non-coding RNA	RNA, long non-coding	Approved	7p21.1	07p21.1					Long intergenic non-protein coding RNAs	1986	2020-06-10			2020-06-10	101927630	ENSG00000236039				NR_110013																									URS000042777B					
HGNC:55220	LINC02890	long intergenic non-protein coding RNA 2890	non-coding RNA	RNA, long non-coding	Approved	16p12.2	16p12.2					Long intergenic non-protein coding RNAs	1986	2020-09-10			2020-09-10	118568814	ENSG00000260905				NR_186362			30049440																						URS00000A4860					
HGNC:55221	LINC02891	long intergenic non-protein coding RNA 2891	non-coding RNA	RNA, long non-coding	Approved	22q11.21	22q11.21	lnc-RTN4R-1				Long intergenic non-protein coding RNAs	1986	2020-09-10			2020-09-10	284865	ENSG00000249923				NR_038460			27650541																						URS0000783C4D					
HGNC:55359	LINC02893	long intergenic non-protein coding RNA 2893	non-coding RNA	RNA, long non-coding	Approved	9q21.33	09q21.33	AL513318.2				Long intergenic non-protein coding RNAs	1986	2020-11-09			2022-07-13	440173	ENSG00000269994				NR_027471			33117693																						URS000075A316					
HGNC:55364	LINC02894	long intergenic non-protein coding RNA 2894	non-coding RNA	RNA, long non-coding	Approved	8q22.1	08q22.1					Long intergenic non-protein coding RNAs	1986	2020-11-11			2020-11-11	100288748	ENSG00000261437				NR_034034																									URS0000264D21					
HGNC:55422	LINC02895	long intergenic non-protein coding RNA 2895	non-coding RNA	RNA, long non-coding	Approved	15q14	15q14					Long intergenic non-protein coding RNAs	1986	2021-01-07			2021-01-07	120017343	ENSG00000259380																													URS0000EEC7FA					
HGNC:55427	LINC02896	long intergenic non-protein coding RNA 2896	non-coding RNA	RNA, long non-coding	Approved	15q23	15q23					Long intergenic non-protein coding RNAs	1986	2021-01-08			2021-01-08	105370876	ENSG00000259215				XR_007064695																									URS0000091C60					
HGNC:33759	LINC02897	long intergenic non-protein coding RNA 2897	non-coding RNA	RNA, long non-coding	Approved	1q44	01q44	FLJ45717		C1orf229	chromosome 1 open reading frame 229	Long intergenic non-protein coding RNAs	1986	2009-04-14	2021-01-25	2021-01-25	2023-03-15	388759	ENSG00000221953	OTTHUMG00000165196	uc001icg.2	BC156415	NR_167894																									URS0001BBE411			HGNC:33759		
HGNC:42966	LINC02898	long intergenic non-protein coding RNA 2898	non-coding RNA	RNA, long non-coding	Approved	2p21	02p21			C2orf91	"chromosome 2 open reading frame 91|chromosome 2 putative open reading frame 91"	Long intergenic non-protein coding RNAs	1986	2012-02-17	2021-02-11	2021-02-11	2023-03-15	400950	ENSG00000205086	OTTHUMG00000152307	uc002rsf.1		NR_161189		Q6ZV80																							URS0000E60A75			HGNC:42966		
HGNC:26630	LINC02899	long intergenic non-protein coding RNA 2899	non-coding RNA	RNA, long non-coding	Approved	5p14.2	05p14.2	FLJ34836		C5orf17	"chromosome 5 open reading frame 17 (putative)|chromosome 5 open reading frame 17|chromosome 5 putative open reading frame 17"	Long intergenic non-protein coding RNAs	1986	2004-04-19	2021-02-11	2021-02-11	2021-02-12	439936	ENSG00000248874	OTTHUMG00000161911	uc003jgq.1	AK092155	NR_131245																									URS00008121C5			HGNC:26630		
HGNC:27964	LINC02900	long intergenic non-protein coding RNA 2900	non-coding RNA	RNA, long non-coding	Approved	5q31.1	05q31.1			C5orf66-AS2	C5orf66 antisense RNA 2	Long intergenic non-protein coding RNAs	1986	2014-02-04	2021-02-12	2021-02-12	2021-02-12	340073	ENSG00000249647	OTTHUMG00000163309			NR_037895			12477932																						URS000075DF3B	C5orf66-AS2		HGNC:27964		
HGNC:21179	LINC02901	long intergenic non-protein coding RNA 2901	non-coding RNA	RNA, long non-coding	Approved	6q25.3	06q25.3	yR211F11.1		C6orf99	"chromosome 6 open reading frame 99|chromosome 6 putative open reading frame 99"	Long intergenic non-protein coding RNAs	1986	2003-11-26	2021-02-12	2021-02-12	2023-03-15	100130967	ENSG00000203711	OTTHUMG00000015921	uc063sod.1		NR_160976		Q4VX62																							URS0000E60AFD			HGNC:21179		
HGNC:34432	LINC02902	long intergenic non-protein coding RNA 2902	non-coding RNA	RNA, long non-coding	Approved	7p12.3	07p12.3	FLJ44108		C7orf65	"chromosome 7 open reading frame 65|chromosome 7 putative open reading frame 65"	Long intergenic non-protein coding RNAs	1986	2009-02-02	2021-02-12	2021-02-12	2023-03-15	401335	ENSG00000221845	OTTHUMG00000155550	uc010kyp.2		NR_171030		Q6ZTY9																							URS00007CEAAF			HGNC:34432		
HGNC:33712	LINC02903	long intergenic non-protein coding RNA 2903	non-coding RNA	RNA, long non-coding	Approved	7q31.1	07q31.1			C7orf66	"chromosome 7 open reading frame 66|chromosome 7 putative open reading frame 66"	Long intergenic non-protein coding RNAs	1986	2009-03-06	2021-02-15	2021-02-15	2023-03-15	154907	ENSG00000205174	OTTHUMG00000154867	uc003vfo.4	AF103078	NR_171002																									URS00007BC1B0			HGNC:33712		
HGNC:32200	LINC02905	long intergenic non-protein coding RNA 2905	non-coding RNA	RNA, long non-coding	Approved	8p23.1	08p23.1	"FLJ30972|G4DM"	GATA4 downstream membrane protein	C8orf49	"chromosome 8 open reading frame 49 (putative)|chromosome 8 open reading frame 49|chromosome 8 putative open reading frame 49"	Long intergenic non-protein coding RNAs	1986	2005-08-11	2021-02-15	2021-02-15	2023-10-12	606553		OTTHUMG00000165224	uc003wud.2	AK055534	NR_171032			37557978																						URS0002123184			HGNC:32200		
HGNC:42974	LINC02906	long intergenic non-protein coding RNA 2906	non-coding RNA	RNA, long non-coding	Approved	8q22.1	08q22.1			C8orf87	"chromosome 8 open reading frame 87|chromosome 8 putative open reading frame 87"	Long intergenic non-protein coding RNAs	1986	2012-02-17	2021-02-15	2021-02-15	2023-03-15	389676	ENSG00000279847	OTTHUMG00000164196	uc003yft.2		NR_161372		E5RJ46																							URS00007D60F7			HGNC:42974		
HGNC:28581	LINC02907	long intergenic non-protein coding RNA 2907	non-coding RNA	RNA, long non-coding	Approved	9q34.3	09q34.3	MGC35463		C9orf62	"chromosome 9 open reading frame 62|chromosome 9 putative open reading frame 62"	Long intergenic non-protein coding RNAs	1986	2004-01-06	2021-02-15	2021-02-15	2023-03-15	157927	ENSG00000178243	OTTHUMG00000020900	uc004cfo.4	BC034752	NR_171012			12477932																						URS00007BEBA9			HGNC:28581		
HGNC:31426	LINC02908	long intergenic non-protein coding RNA 2908	non-coding RNA	RNA, long non-coding	Approved	9q34.3	09q34.3	"FLJ36268|FLJ42909"		C9orf139	"chromosome 9 open reading frame 139|chromosome 9 putative open reading frame 139"	Long intergenic non-protein coding RNAs	1986	2006-06-30	2021-02-15	2021-02-15	2023-03-15	401563	ENSG00000180539	OTTHUMG00000020959	uc004ckp.2		NR_171031		Q6ZV77																							URS000212322C			HGNC:31426		
HGNC:27282	LINC02909	long intergenic non-protein coding RNA 2909	non-coding RNA	RNA, long non-coding	Approved	12p12.1	12p12.1			C12orf77	"chromosome 12 open reading frame 77|chromosome 12 putative open reading frame 77"	Long intergenic non-protein coding RNAs	1986	2009-09-30	2021-02-15	2021-02-15	2023-03-15	196415	ENSG00000226397	OTTHUMG00000170185	uc001rgf.4	BC046192	NR_171024																									URS00021231BA			HGNC:27282		
HGNC:44658	LINC02911	long intergenic non-protein coding RNA 2911	non-coding RNA	RNA, long non-coding	Approved	16q12.1	16q12.1			C16orf97	"chromosome 16 open reading frame 97|chromosome 16 putative open reading frame 97"	Long intergenic non-protein coding RNAs	1986	2012-12-12	2021-02-25	2021-02-25	2023-09-15	388276	ENSG00000261190	OTTHUMG00000173232	uc059udb.1		XR_004837539																									URS00009AEF4A			HGNC:44658		
HGNC:32295	LINC02912	long intergenic non-protein coding RNA 2912	non-coding RNA	RNA, long non-coding	Approved	8q24.21	08q24.21	FLJ36105		TMEM75	transmembrane protein 75	Long intergenic non-protein coding RNAs	1986	2005-10-04	2021-03-04	2021-03-04	2021-03-04	641384	ENSG00000280055	OTTHUMG00000187197	uc003ysm.3	AK093424	NR_103558		Q8N9X5	29964097																						URS000075D81B			HGNC:32295		
HGNC:31370	LINC02913	long intergenic non-protein coding RNA 2913	non-coding RNA	RNA, long non-coding	Approved	9q34.11	09q34.11	bA65J3.5		C9orf106	"chromosome 9 open reading frame 106 (putative)|chromosome 9 open reading frame 106|chromosome 9 putative open reading frame 106"	Long intergenic non-protein coding RNAs	1986	2004-06-02	2021-03-05	2021-03-05	2023-03-15	414318	ENSG00000179082	OTTHUMG00000020781	uc004bxs.3	AK092588	NR_149714		Q8NAJ2																							URS0000CCE015			HGNC:31370		
HGNC:26375	LINC02914	long intergenic non-protein coding RNA 2914	non-coding RNA	RNA, long non-coding	Approved	14q32.2	14q32.2	FLJ25773		C14orf177	"chromosome 14 open reading frame 177|chromosome 14 putative open reading frame 177"	Long intergenic non-protein coding RNAs	1986	2006-06-16	2021-03-05	2021-03-05	2023-03-15	283598	ENSG00000176605	OTTHUMG00000167745	uc001yfz.3	AK098639	NR_161368		Q52M58	"26365416|28891297"																						URS0000E60A72			HGNC:26375		
HGNC:33797	LINC02915	long intergenic non-protein coding RNA 2915	non-coding RNA	RNA, long non-coding	Approved	15q14	15q14	FLJ39531		C15orf54	"chromosome 15 open reading frame 54 (putative)|chromosome 15 open reading frame 54|chromosome 15 putative open reading frame 54"	Long intergenic non-protein coding RNAs	1986	2007-11-21	2021-03-05	2021-03-05	2023-03-15	400360	ENSG00000175746	OTTHUMG00000129843	uc059hne.1		NR_144507		Q8N8G6		MGI:5592088																					URS0000A76D14			HGNC:33797		
HGNC:55574	LINC02916	long intergenic non-protein coding RNA 2916	non-coding RNA	RNA, long non-coding	Approved	10q11.21	10q11.21	TCONS_00018175				Long intergenic non-protein coding RNAs	1986	2021-04-21			2023-06-26	124902415	ENSG00000230555				NR_186397																									URS0000557BDF					
HGNC:55643	LINC02917	long intergenic non-protein coding RNA 2917	non-coding RNA	RNA, long non-coding	Approved	3q25.1	03q25.1					Long intergenic non-protein coding RNAs	1986	2021-06-25			2021-06-25	121832814	ENSG00000239941				NR_186000																									URS0000153A3D					
HGNC:55649	LINC02918	long intergenic non-protein coding RNA 2918	non-coding RNA	RNA, long non-coding	Approved	1p34.1	01p34.1	AL357079.1				Long intergenic non-protein coding RNAs	1986	2021-06-28			2022-12-21	105378688	ENSG00000237950				XR_947283			36344648																						URS0000EF0B4A					
HGNC:55653	LINC02919	long intergenic non-protein coding RNA 2919	non-coding RNA	RNA, long non-coding	Approved	6q24.2	06q24.2					Long intergenic non-protein coding RNAs	1986	2021-06-28			2021-06-28	105378032	ENSG00000237494				XR_001744395																									URS000014C380					
HGNC:55660	LINC02920	long intergenic non-protein coding RNA 2920	non-coding RNA	RNA, long non-coding	Approved	21q21.1	21q21.1					Long intergenic non-protein coding RNAs	1986	2021-06-30			2021-06-30	121832815	ENSG00000236471				NR_186411																									URS0000589580					
HGNC:55667	LINC02922	long intergenic non-protein coding RNA 2922	non-coding RNA	RNA, long non-coding	Approved	3p25.1	03p25.1					Long intergenic non-protein coding RNAs	1986	2021-06-30			2021-06-30	121832816	ENSG00000235629																													URS0000571BF9					
HGNC:55672	LINC02923	long intergenic non-protein coding RNA 2923	non-coding RNA	RNA, long non-coding	Approved	2p24.1	02p24.1					Long intergenic non-protein coding RNAs	1986	2021-06-30			2021-06-30	105374323	ENSG00000235497				NR_187213																									URS000024302F					
HGNC:55719	LINC02924	long intergenic non-protein coding RNA 2924	non-coding RNA	RNA, long non-coding	Approved	3q29	03q29					Long intergenic non-protein coding RNAs	1986	2021-07-12			2021-07-12	121853077	ENSG00000232874																													URS0000151C5E					
HGNC:55756	LINC02925	long intergenic non-protein coding RNA 2925	non-coding RNA	RNA, long non-coding	Approved	22q13.31	22q13.31	RP3-439F8.1				Long intergenic non-protein coding RNAs	1986	2021-07-21			2021-07-21	122149302	ENSG00000234869				NR_186692			33991848																						URS00001C4C0C					
HGNC:55776	LINC02926	long intergenic non-protein coding RNA 2926	non-coding RNA	RNA, long non-coding	Approved	19p13.2	19p13.2					Long intergenic non-protein coding RNAs	1986	2021-07-23			2021-07-23	105372278	ENSG00000230310				NR_187485																									URS00004E245A					
HGNC:55778	LINC02927	long intergenic non-protein coding RNA 2927	non-coding RNA	RNA, long non-coding	Approved	Xq28	Xq28					Long intergenic non-protein coding RNAs	1986	2021-07-23			2021-07-23	122149304	ENSG00000230153				NR_186570																									URS000008D5E9					
HGNC:55799	LINC02928	long intergenic non-protein coding RNA 2928	non-coding RNA	RNA, long non-coding	Approved	4q12	04q12					Long intergenic non-protein coding RNAs	1986	2021-07-29			2021-07-29	105377659	ENSG00000273257				XR_941060																									URS00021EF8E0					
HGNC:55812	LINC02929	long intergenic non-protein coding RNA 2929	non-coding RNA	RNA, long non-coding	Approved	10q21.2	10q21.2					Long intergenic non-protein coding RNAs	1986	2021-07-30			2021-07-30	122152367	ENSG00000285551																													URS0000DBA8AE					
HGNC:55821	LINC02930	long intergenic non-protein coding RNA 2930	non-coding RNA	RNA, long non-coding	Approved	10q26.12	10q26.12					Long intergenic non-protein coding RNAs	1986	2021-07-30			2021-07-30	105378516	ENSG00000274461				XR_001747608																									URS0000EEBAB1					
HGNC:55853	LINC02931	long intergenic non-protein coding RNA 2931	non-coding RNA	RNA, long non-coding	Approved	Xq26.3	Xq26.3					Long intergenic non-protein coding RNAs	1986	2021-09-03			2021-09-03	122965335	ENSG00000224765				NR_186571																									URS00025F35BA					
HGNC:55875	LINC02932	long intergenic non-protein coding RNA 2932	non-coding RNA	RNA, long non-coding	Approved	7q21.13	07q21.13	RP11-115N4.1				Long intergenic non-protein coding RNAs	1986	2021-09-22			2021-09-22	105375392	ENSG00000243144				NR_183366			34484222																						URS0000EF4AE3					
HGNC:55908	LINC02933	long intergenic non-protein coding RNA 2933	non-coding RNA	RNA, long non-coding	Approved	8q22.3	08q22.3	AC012213.3				Long intergenic non-protein coding RNAs	1986	2021-10-06			2021-10-06	122965334	ENSG00000266289							34557038																						URS00003ACAAB					
HGNC:55913	LINC02934	long intergenic non-protein coding RNA 2934	non-coding RNA	RNA, long non-coding	Approved	2p14	02p14					Long intergenic non-protein coding RNAs	1986	2021-10-08			2021-10-08	105369168	ENSG00000204929				NR_187140																									URS0000EF4B0D					
HGNC:55939	LINC02935	long intergenic non-protein coding RNA 2935	non-coding RNA	RNA, long non-coding	Approved	10q25.2	10q25.2	AL158212.1				Long intergenic non-protein coding RNAs	1986	2021-11-10			2021-11-10	107984158	ENSG00000225292				XR_001747706																									URS00005987F7					
HGNC:55940	LINC02936	long intergenic non-protein coding RNA 2936	non-coding RNA	RNA, long non-coding	Approved	2q14.1	02q14.1	AC017074.1				Long intergenic non-protein coding RNAs	1986	2021-11-10			2021-11-10	123464517	ENSG00000227359				NR_186169																									URS00005E08B0					
HGNC:55942	LINC02937	long intergenic non-protein coding RNA 2937	non-coding RNA	RNA, long non-coding	Approved	9q22.2	09q22.2					Long intergenic non-protein coding RNAs	1986	2021-11-10			2021-11-10	100507103	ENSG00000230537				NR_184105																									URS0000EED96D					
HGNC:55952	LINC02938	long intergenic non-protein coding RNA 2938	non-coding RNA	RNA, long non-coding	Approved	13q14.11	13q14.11					Long intergenic non-protein coding RNAs	1986	2021-11-10			2021-11-10	123464514	ENSG00000230731																													URS0000EEDFAD					
HGNC:55954	LINC02939	long intergenic non-protein coding RNA 2939	non-coding RNA	RNA, long non-coding	Approved	22q13.31	22q13.31					Long intergenic non-protein coding RNAs	1986	2021-11-10			2021-11-10	642648	ENSG00000235159				NR_148973																									URS0000BC43C7					
HGNC:55955	LINC02940	long intergenic non-protein coding RNA 2940	non-coding RNA	RNA, long non-coding	Approved	21q22.2	21q22.2	CCMAlnc	colorectal cancer metastasis-associated lncRNA			Long intergenic non-protein coding RNAs	1986	2021-11-10			2023-02-02	102724740	ENSG00000235888				XR_007067865			33681178																						URS0000E73868					
HGNC:55956	LINC02941	long intergenic non-protein coding RNA 2941	non-coding RNA	RNA, long non-coding	Approved	6q24.1	06q24.1					Long intergenic non-protein coding RNAs	1986	2021-11-10			2021-11-10	100507477	ENSG00000236013				NR_121622																									URS000075C637					
